CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
10581490,03/09/2019 10:49:25 AM,,03/09/2019 11:15:09 AM,Open,open,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Conduct_Unsafe_Operation,108_General_Careless_Operation,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
10581491,03/09/2019 10:49:28 AM,03/14/2019 12:00:00 AM,03/14/2019 12:00:00 AM,Closed,3.14.19 condition no longer exist MN -,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Lifted_sidewalk_other,"77 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",SOUTH VAN NESS AVE,6,South of Market,SOUTHERN,37.773667792895,-122.418693181916,"(37.77366779, -122.41869318)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581491/photos
10581496,03/09/2019 10:52:00 AM,03/13/2019 12:00:00 AM,03/13/2019 12:00:00 AM,Closed,"no action needed, nothing dangling -",DPW BSM Queue,Sign Repair,Sign Repair - Missing,Other - Missing; support - OK,"255 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",WEST PORTAL AVE,7,West Portal,TARAVAL,37.73846640326,-122.468449774406,"(37.7384664, -122.46844977)",Mobile/Open311,
10581495,03/09/2019 10:52:00 AM,03/12/2019 07:21:00 AM,03/12/2019 07:21:00 AM,Closed,03/11/2019 VEH GOA @1310 HOURS #62,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,grey  - BMW  - 328D - 7TSM879,"198 EL VERANO WAY, SAN FRANCISCO, CA, 94127",EL VERANO WAY,7,Monterey Heights,TARAVAL,37.730381011963,-122.461647033691,"(37.73038101, -122.46164703)",Phone,
10581499,03/09/2019 10:53:29 AM,03/09/2019 11:11:35 AM,03/09/2019 11:11:35 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"903 STANYAN ST, SAN FRANCISCO, CA, 94117",STANYAN ST,5,Parnassus Heights,PARK,37.766195,-122.452988333333,"(37.766195, -122.45298833)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581499/photos
10581500,03/09/2019 10:53:35 AM,03/11/2019 09:49:42 AM,03/11/2019 09:49:42 AM,Closed,"Encampment Removed
Close Note: handled",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"7 CUMBERLAND ST, SAN FRANCISCO, CA, 94110",CUMBERLAND ST,8,Mission Dolores,MISSION,37.759149700011,-122.423772260917,"(37.7591497, -122.42377226)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581500/photos
10581503,03/09/2019 10:54:03 AM,03/12/2019 11:21:09 AM,03/12/2019 11:21:09 AM,Closed,"Agencies responded to request and no encampment in area. Area verified clean.
Close Note:",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"24 PAGE ST, SAN FRANCISCO, CA, 94102",PAGE ST,5,Civic Center,NORTHERN,37.7744052699,-122.421261957667,"(37.77440527, -122.42126196)",Mobile/Open311,
10581506,03/09/2019 10:55:34 AM,03/13/2019 12:25:29 AM,03/13/2019 12:25:29 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of GOETTINGEN ST and WILDE AVE,GOETTINGEN ST,10,Visitacion Valley,INGLESIDE,37.716175,-122.402091666667,"(37.716175, -122.40209167)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581506/photos
10581512,03/09/2019 10:56:00 AM,03/10/2019 11:08:00 AM,03/10/2019 11:08:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1431 CHESTNUT ST, SAN FRANCISCO, CA, 94123",CHESTNUT ST,2,Marina,NORTHERN,37.801874,-122.426937,"(37.801874, -122.426937)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581512/photos
10581513,03/09/2019 10:56:00 AM,03/09/2019 11:51:52 AM,03/09/2019 11:51:52 AM,Closed,Officer responded to request under CAD # 190681269.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,red - Toyota  Rav4  - 8FVZ658,"4426 CABRILLO ST, SAN FRANCISCO, CA, 94121",CABRILLO ST,1,Outer Richmond,RICHMOND,37.77355539,-122.50628479,"(37.77355539, -122.50628479)",Phone,
10581514,03/09/2019 10:57:00 AM,03/11/2019 09:17:00 AM,03/11/2019 09:17:00 AM,Closed,Refer to Traffic Signal Shop complaint report 19-0619 FU.  Installed new vehicle signal.,DPT Signal Queue,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of GREAT HWY and JUDAH ST,GREAT HWY,4,Outer Sunset,TARAVAL,37.760272979736,-122.509384155273,"(37.76027298, -122.50938416)",Phone,
10581517,03/09/2019 10:58:40 AM,03/09/2019 11:24:00 AM,03/09/2019 11:24:00 AM,Closed,"Based on the photo, there is no encampment. Any request with criminal activity cannot be handled by 311 and must be called to police at 415-553-0123 as more details are required to be able to dispatch police accordingly",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"306 PRECITA AVE, SAN FRANCISCO, CA, 94110",PRECITA AVE,9,Bernal Heights,INGLESIDE,37.7466579,-122.4132098,"(37.7466579, -122.4132098)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581517/photos
10581519,03/09/2019 10:59:00 AM,03/09/2019 11:35:06 AM,03/09/2019 11:35:06 AM,Closed,Officer responded to request under CAD # 190681268.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,white - Ford sedan - ????,"50 STANYAN BLVD, SAN FRANCISCO, CA, 94118",STANYAN BLVD,1,Lone Mountain,PARK,37.78071133,-122.4559764,"(37.78071133, -122.4559764)",Phone,
10581522,03/09/2019 11:00:00 AM,03/09/2019 01:02:00 PM,03/09/2019 01:02:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"440 CALIFORNIA ST, SAN FRANCISCO, CA, 94104",CALIFORNIA ST,3,Financial District,CENTRAL,37.792946549868,-122.401837470106,"(37.79294655, -122.40183747)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581522/photos
10581521,03/09/2019 11:00:00 AM,03/11/2019 09:54:00 AM,03/11/2019 09:54:00 AM,Closed,COMPLAINT GIVEN TO PCO J41 PATROLLING THE BEAT.,SFMTA - Parking Enforcement - G,General Request - MTA,request_for_service,parking_enforcement - request_for_service,"252 RITCH ST, SAN FRANCISCO, CA, 94107",RITCH ST,6,South of Market,SOUTHERN,37.780136,-122.395434,"(37.780136, -122.395434)",Mobile/Open311,
10581523,03/09/2019 11:00:00 AM,03/09/2019 11:38:39 AM,03/09/2019 11:38:39 AM,Closed,PRIVATE PROPERTY                                  NEED TO CONTACT RECOLOGY CUSTOMER SERVICE,Recology_Abandoned,Litter Receptacles,Toters_left_out_24x7,N/A,"532 NOE ST, SAN FRANCISCO, CA, 94114",NOE ST,8,Castro,MISSION,37.760345458984,-122.432910840445,"(37.76034546, -122.43291084)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581523/photos
10581526,03/09/2019 11:01:00 AM,03/09/2019 11:12:10 AM,03/09/2019 11:12:10 AM,Closed,Officer responded to request under CAD # 190681267.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Parking_on_Sidewalk,Parking Enforcement,"254 RITCH ST, SAN FRANCISCO, CA, 94107",RITCH ST,6,South of Market,SOUTHERN,37.78012,-122.395664,"(37.78012, -122.395664)",Mobile/Open311,
10581529,03/09/2019 11:02:46 AM,03/09/2019 11:34:12 AM,03/09/2019 11:34:12 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"387 PRINCETON ST, SAN FRANCISCO, CA, 94134",PRINCETON ST,9,University Mound,BAYVIEW,37.724815,-122.414738,"(37.724815, -122.414738)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581529/photos
10581530,03/09/2019 11:03:00 AM,03/12/2019 06:50:00 AM,03/12/2019 06:50:00 AM,Closed,03/11/2019 VEH GOA @1410 HOURS #85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,grey  - Honda  - Civic - KRYTOI,"783 LA PLAYA, SAN FRANCISCO, CA, 94121",LA PLAYA,1,Outer Richmond,RICHMOND,37.773696899414,-122.510208129883,"(37.7736969, -122.51020813)",Phone,
10581533,03/09/2019 11:03:00 AM,03/09/2019 12:16:00 PM,03/09/2019 12:16:00 PM,Closed,picked up the loose trash as for the tarp it's on the other side of the fence which we don't have access to,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1375 KANSAS ST, SAN FRANCISCO, CA, 94107",KANSAS ST,10,Potrero Hill,BAYVIEW,37.752291,-122.402452,"(37.752291, -122.402452)",Mobile/Open311,
10581531,03/09/2019 11:03:21 AM,03/21/2019 11:43:03 AM,03/21/2019 11:43:03 AM,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Services_Miscellaneous,801_NextMuni_Technology,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
10581534,03/09/2019 11:04:28 AM,03/09/2019 11:40:00 AM,03/09/2019 11:40:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of LEAVENWORTH ST and PINE ST,LEAVENWORTH ST,3,Nob Hill,CENTRAL,37.790363905987,-122.41562046122,"(37.79036391, -122.41562046)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581534/photos
10581540,03/09/2019 11:05:00 AM,05/24/2019 10:14:06 AM,05/24/2019 10:14:06 AM,Closed,case is resolved,DPT SignShop Queue,Graffiti,Graffiti on Sign,Sign - Offensive,"1414 44TH AVE, SAN FRANCISCO, CA, 94122",44TH AVE,4,Outer Sunset,TARAVAL,37.7601723,-122.5035591,"(37.7601723, -122.5035591)",Web,
10581543,03/09/2019 11:05:00 AM,05/24/2019 10:14:07 AM,05/24/2019 10:14:07 AM,Closed,case is resolved,DPT SignShop Queue,Graffiti,Graffiti on Sign,Sign - Offensive,"1447 44TH AVE, SAN FRANCISCO, CA, 94122",44TH AVE,4,Outer Sunset,TARAVAL,37.7596099,-122.5039348,"(37.7596099, -122.5039348)",Web,
10581538,03/09/2019 11:05:00 AM,03/09/2019 11:12:18 AM,03/09/2019 11:12:18 AM,Closed,Officer responded to request under CAD # 190681289.  Citation was issued.,Police - Homeless Concerns Queue,Parking Enforcement,Parking_on_Sidewalk,unknown - unknown - unknown,"252 RITCH ST, SAN FRANCISCO, CA, 94107",RITCH ST,6,South of Market,SOUTHERN,37.78013782,-122.39557627,"(37.78013782, -122.39557627)",Phone,
10581537,03/09/2019 11:05:10 AM,03/09/2019 01:29:00 PM,03/09/2019 01:29:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"45 ONONDAGA AVE, SAN FRANCISCO, CA, 94112",ONONDAGA AVE,11,Cayuga,INGLESIDE,37.721480660042,-122.438511555198,"(37.72148066, -122.43851156)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581537/photos
10581539,03/09/2019 11:05:27 AM,,03/09/2019 11:15:06 AM,Open,open,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Services_Miscellaneous,801_NextMuni_Technology,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
10581541,03/09/2019 11:05:34 AM,03/09/2019 12:06:00 PM,03/09/2019 12:06:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 25TH ST and KANSAS ST,25TH ST,10,Potrero Hill,BAYVIEW,37.751907,-122.402349,"(37.751907, -122.402349)",Mobile/Open311,
10581547,03/09/2019 11:06:00 AM,03/10/2019 09:39:00 AM,03/10/2019 09:39:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1571 PALOU AVE, SAN FRANCISCO, CA, 94124",PALOU AVE,10,Bayview,BAYVIEW,37.733517,-122.390442,"(37.733517, -122.390442)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581547/photos
10581546,03/09/2019 11:06:00 AM,05/24/2019 10:14:08 AM,05/24/2019 10:14:08 AM,Closed,case is resolved,DPT SignShop Queue,Graffiti,Graffiti on Sign,Sign - Offensive,"1454 44TH AVE, SAN FRANCISCO, CA, 94122",44TH AVE,4,Outer Sunset,TARAVAL,37.7594935,-122.5034375,"(37.7594935, -122.5034375)",Web,
10581545,03/09/2019 11:06:00 AM,03/11/2019 09:14:59 AM,03/11/2019 09:14:59 AM,Closed,"Encampment Removed
Close Note: handled",Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,Intersection of CUMBERLAND ST and DOLORES ST,CUMBERLAND ST,8,Mission Dolores,MISSION,37.759107709039,-122.425778070422,"(37.75910771, -122.42577807)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581545/photos
10581544,03/09/2019 11:06:00 AM,03/15/2019 07:43:00 AM,03/15/2019 07:43:00 AM,Closed,03/14/2019  @1101 HRS #168,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"182 RIPLEY ST, SAN FRANCISCO, CA, 94110",RIPLEY ST,9,Bernal Heights,INGLESIDE,37.744113,-122.410827,"(37.744113, -122.410827)",Mobile/Open311,
10581555,03/09/2019 11:07:00 AM,05/20/2019 09:00:03 AM,05/20/2019 09:00:03 AM,Closed,The sign shop has completed and closed this request.,DPT SignShop Queue,Graffiti,Graffiti on Sign,Sign - Offensive,"1547 44TH AVE, SAN FRANCISCO, CA, 94122",44TH AVE,4,Outer Sunset,TARAVAL,37.7577471,-122.5037912,"(37.7577471, -122.5037912)",Web,
10581552,03/09/2019 11:07:00 AM,07/08/2019 08:32:00 AM,07/08/2019 08:32:00 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"1483 44TH AVE, SAN FRANCISCO, CA, 94122",44TH AVE,4,Outer Sunset,TARAVAL,37.758985,-122.5038796,"(37.758985, -122.5038796)",Web,
10581549,03/09/2019 11:07:00 AM,07/08/2019 08:31:57 AM,07/08/2019 08:31:57 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"1459 44TH AVE, SAN FRANCISCO, CA, 94122",44TH AVE,4,Outer Sunset,TARAVAL,37.7594043,-122.503968,"(37.7594043, -122.503968)",Web,
10581548,03/09/2019 11:07:00 AM,03/13/2019 12:25:33 AM,03/13/2019 12:25:33 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1349 LARKIN ST, SAN FRANCISCO, CA, 94109",LARKIN ST,3,Polk Gulch,CENTRAL,37.790475530506,-122.419022169266,"(37.79047553, -122.41902217)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581548/photos
10581554,03/09/2019 11:07:00 AM,03/27/2019 07:35:20 PM,03/27/2019 07:35:20 PM,Closed,Complete.,Duplicate Case Hold Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,Intersection of CESAR CHAVEZ ST and MISSISSIPPI ST,CESAR CHAVEZ ST,10,Central Waterfront,BAYVIEW,37.749794,-122.393363,"(37.749794, -122.393363)",Mobile/Open311,
10581553,03/09/2019 11:07:31 AM,03/10/2019 12:22:00 PM,03/10/2019 12:22:00 PM,Closed,Cleaned by DPW,HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"1114 MARKET ST, SAN FRANCISCO, CA, 94102",MARKET ST,6,Tenderloin,TENDERLOIN,37.780777877938,-122.412805308594,"(37.78077788, -122.41280531)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581553/photos
10581556,03/09/2019 11:08:00 AM,03/10/2019 09:22:44 AM,03/10/2019 09:22:44 AM,Closed,Outreach and Enforcement Incident created.,DPW Ops Queue,Litter Receptacles,Toters_left_out_24x7,N/A,"534 PRECITA AVE, SAN FRANCISCO, CA, 94110",PRECITA AVE,9,Peralta Heights,INGLESIDE,37.74723815918,-122.410011291504,"(37.74723816, -122.41001129)",Phone,
10581557,03/09/2019 11:08:00 AM,03/25/2019 01:15:01 AM,03/25/2019 01:15:01 AM,Closed,The sign shop has completed and closed this request.,DPT SignShop Queue,Graffiti,Graffiti on Sign,Sign - Offensive,"3826 LAWTON ST, SAN FRANCISCO, CA, 94122",LAWTON ST,4,Outer Sunset,TARAVAL,37.756927,-122.5040675,"(37.756927, -122.5040675)",Web,
10581561,03/09/2019 11:08:00 AM,03/12/2019 10:22:07 AM,03/12/2019 10:22:07 AM,Closed,Pickup completed,Recology_Litter,Litter Receptacles,Toters_left_out_24x7,N/A,Intersection of CESAR CHAVEZ ST and MISSISSIPPI ST,CESAR CHAVEZ ST,10,Central Waterfront,BAYVIEW,37.749965,-122.393211,"(37.749965, -122.393211)",Mobile/Open311,
10581558,03/09/2019 11:08:34 AM,03/25/2019 08:26:15 AM,03/25/2019 08:26:15 AM,Closed,"Encampment Removed
Close Note: handled",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"3830 3RD ST, SAN FRANCISCO, CA, 94124",3RD ST,10,Bayview,BAYVIEW,37.742312,-122.388223,"(37.742312, -122.388223)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581558/photos
10581560,03/09/2019 11:08:48 AM,03/09/2019 11:40:46 AM,03/09/2019 11:40:46 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,Intersection of BRAZIL AVE and LA GRANDE AVE,BRAZIL AVE,11,Excelsior,INGLESIDE,37.720233917236,-122.425476074219,"(37.72023392, -122.42547607)",Integrated Agency,
10581563,03/09/2019 11:09:00 AM,07/08/2019 08:35:48 AM,07/08/2019 08:35:48 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"1627 48TH AVE, SAN FRANCISCO, CA, 94122",48TH AVE,4,Outer Sunset,TARAVAL,37.7559914,-122.5080351,"(37.7559914, -122.5080351)",Web,
10581566,03/09/2019 11:09:00 AM,03/09/2019 11:44:00 AM,03/09/2019 11:44:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"725 14TH ST, SAN FRANCISCO, CA, 94114",14TH ST,8,Duboce Triangle,PARK,37.767559051514,-122.429840087891,"(37.76755905, -122.42984009)",Phone,
10581565,03/09/2019 11:09:00 AM,05/24/2019 10:14:50 AM,05/24/2019 10:14:50 AM,Closed,case is resolved,DPT SignShop Queue,Graffiti,Graffiti on Sign,Sign - Offensive,"1662 48TH AVE, SAN FRANCISCO, CA, 94122",48TH AVE,4,Outer Sunset,TARAVAL,37.7555594,-122.5072947,"(37.7555594, -122.5072947)",Web,
10581564,03/09/2019 11:09:00 AM,07/08/2019 08:31:54 AM,07/08/2019 08:31:54 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"1649 48TH AVE, SAN FRANCISCO, CA, 94122",48TH AVE,4,Outer Sunset,TARAVAL,37.7556565,-122.5080351,"(37.7556565, -122.5080351)",Web,
10581569,03/09/2019 11:10:00 AM,03/10/2019 08:27:00 AM,03/10/2019 08:27:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"810 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,5,Cathedral Hill,NORTHERN,37.782920314966,-122.421301128457,"(37.78292031, -122.42130113)",Mobile/Open311,
10581568,03/09/2019 11:10:00 AM,04/04/2019 09:53:00 AM,04/04/2019 09:53:00 AM,Closed,,DPW BUF Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1444 PINE ST, SAN FRANCISCO, CA, 94109",PINE ST,3,Polk Gulch,NORTHERN,37.789757417841,-122.419562838884,"(37.78975742, -122.41956284)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581568/photos
10581567,03/09/2019 11:10:00 AM,03/10/2019 08:28:00 AM,03/10/2019 08:28:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"860 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,5,Cathedral Hill,NORTHERN,37.782885004833,-122.421883021042,"(37.782885, -122.42188302)",Mobile/Open311,
10581570,03/09/2019 11:10:00 AM,07/08/2019 08:35:49 AM,07/08/2019 08:35:49 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"1687 48TH AVE, SAN FRANCISCO, CA, 94122",48TH AVE,4,Outer Sunset,TARAVAL,37.754940171883,-122.507841870639,"(37.75494017, -122.50784187)",Web,
10581573,03/09/2019 11:11:00 AM,03/09/2019 10:31:46 PM,03/09/2019 10:31:46 PM,Closed,"Field Work has been completed. Memo:. 
     Add'l Notes:
    flush ofv to  ms",PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"313 POTRERO AVE, SAN FRANCISCO, CA, 94103",POTRERO AVE,10,Potrero Hill,MISSION,37.765598297119,-122.407447814941,"(37.7655983, -122.40744781)",Phone,
10581572,03/09/2019 11:11:00 AM,05/24/2019 10:14:49 AM,05/24/2019 10:14:49 AM,Closed,case is resolved,DPT SignShop Queue,Graffiti,Graffiti on Sign,Sign - Offensive,"1600 46TH AVE, SAN FRANCISCO, CA, 94122",46TH AVE,4,Outer Sunset,TARAVAL,37.756544644194,-122.505542156067,"(37.75654464, -122.50554216)",Web,
10581574,03/09/2019 11:11:51 AM,05/24/2019 10:14:08 AM,05/24/2019 10:14:08 AM,Closed,case is resolved,DPT SignShop Queue,Sign Repair,Sign - Defaced,Other_Parking_Type - Defaced; support - OK,"1595 46TH AVE, SAN FRANCISCO, CA, 94122",46TH AVE,4,Outer Sunset,TARAVAL,37.756779642769,-122.505835880426,"(37.75677964, -122.50583588)",Web,
10581577,03/09/2019 11:12:00 AM,03/25/2019 01:15:02 AM,03/25/2019 01:15:02 AM,Closed,The sign shop has completed and closed this request.,DPT SignShop Queue,Graffiti,Graffiti on Sign,Sign - Offensive,"3826 LAWTON ST, SAN FRANCISCO, CA, 94122",LAWTON ST,4,Outer Sunset,TARAVAL,37.756927,-122.5040675,"(37.756927, -122.5040675)",Web,
10581578,03/09/2019 11:12:00 AM,03/14/2019 07:33:00 AM,03/14/2019 07:33:00 AM,Closed,03/13/2019  @1016 HRS #168,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"188 BANKS ST, SAN FRANCISCO, CA, 94110",BANKS ST,9,Bernal Heights,INGLESIDE,37.740307388782,-122.41282829361,"(37.74030739, -122.41282829)",Web,
10581579,03/09/2019 11:13:00 AM,03/11/2019 08:40:00 AM,03/11/2019 08:40:00 AM,Closed,COMPLAINT GIVEN TO PCO PATROLLING THE BEAT.,SFMTA - Parking Enforcement - G,General Request - MTA,request_for_service,parking_enforcement - request_for_service,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
10581581,03/09/2019 11:13:00 AM,07/08/2019 08:31:38 AM,07/08/2019 08:31:38 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,Intersection of 43RD AVE and LAWTON ST,43RD AVE,4,Outer Sunset,TARAVAL,37.756910035229,-122.50235088623,"(37.75691004, -122.50235089)",Web,
10581582,03/09/2019 11:13:00 AM,03/13/2019 12:25:18 AM,03/13/2019 12:25:18 AM,Closed,,DPW - Bureau of Street Environmental Services - G,General Request - PUBLIC WORKS,request_for_service,bses - request_for_service,"2526 UNION ST, SAN FRANCISCO, CA, 94123",UNION ST,2,Cow Hollow,NORTHERN,37.79642868042,-122.441551208496,"(37.79642868, -122.44155121)",Phone,
10581584,03/09/2019 11:13:00 AM,07/08/2019 08:31:46 AM,07/08/2019 08:31:46 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,Intersection of 40TH AVE and LAWTON ST,40TH AVE,4,Outer Sunset,TARAVAL,37.757053929488,-122.499133722199,"(37.75705393, -122.49913372)",Web,
10581583,03/09/2019 11:13:00 AM,03/29/2019 04:58:00 AM,03/29/2019 04:58:00 AM,Closed,,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Restake_tree,"273 CHURCH ST, SAN FRANCISCO, CA, 94114",CHURCH ST,8,Mission Dolores,MISSION,37.766502380371,-122.428672790527,"(37.76650238, -122.42867279)",Phone,
10581587,03/09/2019 11:14:00 AM,07/08/2019 08:31:25 AM,07/08/2019 08:31:25 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"1606 40TH AVE, SAN FRANCISCO, CA, 94122",40TH AVE,4,Outer Sunset,TARAVAL,37.75679031717,-122.499081515344,"(37.75679032, -122.49908152)",Web,
10581589,03/09/2019 11:14:40 AM,03/09/2019 12:36:00 PM,03/09/2019 12:36:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of LOCUST ST and WASHINGTON ST,LOCUST ST,2,Presidio Heights,RICHMOND,37.789364238052,-122.452292626163,"(37.78936424, -122.45229263)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581589/photos
10581595,03/09/2019 11:15:00 AM,03/25/2019 01:10:01 AM,03/25/2019 01:10:01 AM,Closed,The sign shop has completed and closed this request.,DPT SignShop Queue,Graffiti,Graffiti on Sign,Sign - Offensive,"2930 LAWTON ST, SAN FRANCISCO, CA, 94122",LAWTON ST,4,Outer Sunset,TARAVAL,37.757363,-122.4944184,"(37.757363, -122.4944184)",Web,
10581590,03/09/2019 11:15:00 AM,03/09/2019 10:10:09 PM,03/09/2019 10:10:09 PM,Closed,Request is a duplicate and has been previously reported as 9935023,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"3222 LAWTON ST, SAN FRANCISCO, CA, 94122",LAWTON ST,4,Outer Sunset,TARAVAL,37.7572137,-122.4975575,"(37.7572137, -122.4975575)",Web,
10581593,03/09/2019 11:15:00 AM,03/25/2019 01:10:02 AM,03/25/2019 01:10:02 AM,Closed,The sign shop has completed and closed this request.,DPT SignShop Queue,Graffiti,Graffiti on Sign,Sign - Offensive,"2935 LAWTON ST, SAN FRANCISCO, CA, 94122",LAWTON ST,4,Outer Sunset,TARAVAL,37.7569772,-122.4944626,"(37.7569772, -122.4944626)",Web,
10581591,03/09/2019 11:15:00 AM,03/09/2019 12:29:00 PM,03/09/2019 12:29:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Glass,Intersection of LEAVENWORTH ST and BEACH ST,LEAVENWORTH ST,3,Fisherman's Wharf,CENTRAL,37.806861877441,-122.418907165527,"(37.80686188, -122.41890717)",Phone,
10581598,03/09/2019 11:16:00 AM,07/08/2019 08:31:58 AM,07/08/2019 08:31:58 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"2622 LAWTON ST, SAN FRANCISCO, CA, 94122",LAWTON ST,4,Outer Sunset,TARAVAL,37.7575159,-122.4911466,"(37.7575159, -122.4911466)",Web,
